date,"conversation_id",essid,lemmas,sentiment,tweet,username
"Feb 9, 2021 @ 14:11:08.000","1,358,713,799,898,001,408","yandex_go","список lush natura siberica магазин бренд практически крупный выбирать вместо яндекс такси ситимобиль труднее приехать",0,"@schemelininaa Ну всё же в списке и Lush есть и Natura Siberica, а магазины этих брендов есть практически в каждом крупном ТЦ. Выбирать вместо Яндекс.Такси или Ситимобила что-то ещё всё же несколько труднее из-за того что за тобой просто могут не приехать.","fle_flor"
"Feb 8, 2021 @ 12:53:30.000","1,358,715,572,847,009,792","yandex_go","ненавидеть такси заказывать перебегать дорога яндекс стать считать минута бесплатный ожидание видимо",0,"ненавижу я такси заказывать и перебегать через дорогу еще. яндекс стал считать 2 минуты бесплатного ожидания видимо.",cunderedere
"Feb 8, 2021 @ 13:05:17.000","1,358,715,572,847,009,792","yandex_go","здравствовать водитель должный подъезжать точно место ожидать написать номер телефон поездка разбираться",0,"@cunderedere Здравствуйте! Но водители должны подъезжать точно к тому месту, где вы их ожидаете :(   Напишите, пожалуйста, нам в DM ваш номер телефона и время этой поездки. Будем разбираться.","yandex_go"
"Feb 8, 2021 @ 13:31:38.000","1,358,725,165,857,832,960","yandex_go","яндекс драйв вообще хороший такси стоить рубль маршрут делимобиль рубль",0,"У Яндекс Драйва вообще все хорошо? Их же такси стоит 500 рублей по этому маршруту, Делимобиль - 242 рубля  https://t.co/PGmxmDNLfH","tochnoproducer_"
"Feb 9, 2021 @ 12:56:12.000","1,358,731,670,837,481,472","yandex_go","прекл никто яндекс такси","0.5","@Zefirni_chel прЕкл в том что ко мне никто не подкатывал🤩🤩🤩 ну разве что яндекс такси",kiskazaebiska99
"Feb 8, 2021 @ 14:19:47.000","1,358,737,283,751,546,880","yandex_go","казаться яндекс такси пожизненный высокий спрос счастливчик","0.5","Мне кажется или на Яндекс такси пожизненный высокий спрос?! Или это я такой счастливчик.",moucsgo
"Feb 8, 2021 @ 14:27:04.000","1,358,739,117,010,485,248","yandex_go","работа водитель яндекс такси федеральный парк way spb работа водитель яндекс такси личный автомобиль","0.5","Работа водителем Яндекс такси в федеральном парке My Way SPB: Работа Водителем Яндекс такси на личном автомобиле  https://t.co/CUdOAinzXd",IgorMylnikov
"Feb 8, 2021 @ 14:34:01.000","1,358,740,868,283,461,632","yandex_go","устраиваться работать самокат курьер надевать шлем думать ездить аккуратно мудак яндекс такси сбивать",0,"Я: устраиваюсь работать в Самокат курьером, надеваю шлем, но думаю что со мной то и так все будет ок, ведь буду ездить аккуратно.  Какой то мудак из Яндекс такси: сбивает меня на второй день.",egotrans8
"Feb 8, 2021 @ 14:58:18.000","1,358,746,975,995,322,368","yandex_go","яндекс такси захватить город медвежий угол жить выживать повсюду ездить двор стоять такси вымереть",0,"Яндекс такси захватили не только город, но и этот ""медвежий угол"", где я живу (выживаю).  Они повсюду ездят, во всех дворах стоят. Другие такси будто вымерли.","heavy_grass"
"Feb 8, 2021 @ 15:30:14.000","1,358,752,439,663,476,480","yandex_go","водитель взять заказ приехать место оказаться искать минута отвечать звонок улица ощущаться деньги приложение снять",0,"@Uber_Russia Водитель взял заказ «приехал» на место, а его не оказалось, искали его минут 10, не отвечал на звонок. А на улице у нас ощущается как -37. Ещё и деньги приложение сняло. +7 (912) 985-51-29  https://t.co/pWZMGrpSlk",AURAGAGASWINE
"Feb 8, 2021 @ 15:24:35.000","1,358,752,439,663,476,480","yandex_go","здравствовать водитель задерживаться сервис найти заказ разобраться ситуация написать пойти уточнить номер телефон приложение",0,"@AURAGAGASWINE Здравствуйте! Такие водители не задерживаются в сервисе. Хотим найти заказ и разобраться в ситуации. Пожалуйста, напишите в DM, что именно пошло не так, а также уточните ваш номер телефона из приложения.","Uber_Russia"
"Feb 8, 2021 @ 15:20:00.000","1,358,752,439,663,476,480","yandex_go","честно убеждаться частый набираться ужасный водитель",1,"Вот честно, который раз убеждаюсь что в @Uber_Russia чаще всего набираются ужасных водителей)",AURAGAGASWINE
"Feb 8, 2021 @ 15:44:31.000","1,358,752,439,663,476,480","yandex_go","видеть коллега ответить приложение проверить списание сразу отменить деньги скоро отразиться баланс работа водитель тщательно проверить подводить пользователь сервис недопустимый",0,"@AURAGAGASWINE Видим, коллеги уже ответили вам в приложении. Проверьте, пожалуйста. Списание было сразу отменено, и деньги скоро отразятся на балансе. Работу водителя тщательно проверим. Ведь так подводить пользователей сервиса недопустимо.","Uber_Russia"
"Feb 8, 2021 @ 15:39:03.000","1,358,755,294,826,930,176","yandex_go","здравствовать принятый выполнять принять заказ водитель должный уезжать клиент поэтому готовый разобраться уточнить номер телефон приложение",0,"@linachkaxyi Здравствуйте! У нас принято выполнять все принятые заказы. Водитель не должен уезжать без клиента. Поэтому готовы разобраться во всём. Пожалуйста, уточните в DM ваш номер телефона из приложения.","Uber_Russia"
"Feb 8, 2021 @ 15:56:19.000","1,358,761,579,970,371,584","yandex_go","умереть любимый конь любить прыгать звать яндекс такси помянуть",1,"Недавно умер мой любимый конь Он очень любил прыгать его звали Яндекс такси Помянем 😢  https://t.co/BCvfVi4n1g",Jqpc30IDJV3q5WH
"Feb 8, 2021 @ 16:19:36.000","1,358,763,562,844,512,256","yandex_go","здравствовать написать проверить случиться","0.5","@devil_christ @yandex_go Здравствуйте! Напишите нам в ЛС, пожалуйста. Проверим, что случилось.    https://t.co/SWWGIBI0GL",YandexEda
"Feb 8, 2021 @ 16:33:07.000","1,358,770,840,943,415,296","yandex_go","драйв поломаться написать",0,"@yandex_go драйв совсем поломался (( Напишите хоть что там было потом...  https://t.co/cYAT2BdVYH",vaudren
"Feb 8, 2021 @ 20:32:10.000","1,358,771,730,374,877,184","yandex_go","аэропорт любой любой сутки еда русский нормальный израильский цена аэропорт никто крышевать еврейский администрация регулировать деятельность еврейский таксист",1,"@Vladimi06311450 @yandex_go Из аэропорта Бен-Гурион, я в любое время года, в любое время суток, еду до нашего «русского Бат-Яма» за 120$.  И это - нормально, по Израильским ценам.  Почему? Аэропорт Бен-Гурион никто не «крышует» из еврейской администрации и не регулирует деятельность еврейских таксистов.","Belyakov_Yubile"
"Feb 8, 2021 @ 20:05:04.000","1,358,771,730,374,877,184","yandex_go","дык виноватый курумоч урод таксист привозить пассажир бесплатно заехать рубль цена здоровый отсутствие машина сторона вынудить пустой ехать",0,"@Belyakov_Yubile @yandex_go Дык, с чего он-то и в чем виноват?))) Курумоч - уроды. Таксисты, которые привозят пассажиров, бесплатно второй раз заехать не могут. Только за 500 рублей. Отсюда и цены не здоровые, и отсутствие машин рядом. Они в одну сторону вынуждено пустые едут.",Vladimi06311450
"Feb 8, 2021 @ 17:27:36.000","1,358,771,730,374,877,184","yandex_go","говорить ваащий жесть забрать последний такси рубль",0,"@Vladimi06311450 @yandex_go Говорит - вааще жесть. Он забрал последнее такси за 1,5 рубля.","Belyakov_Yubile"
"Feb 8, 2021 @ 16:39:37.000","1,358,771,730,374,877,184","yandex_go","задержаться рейс машина такси зал прилет шарахаться целый боинг телефон рука грустный взгляд пытаться попасть домой умудряться вызвать машина орать зал собирать влазить машина",0,"Чуть задержался рейс. И все! Машин нет, такси нет! По залу прилета шарахается целый Боинг 737 с телефонами в руках и с грустным взглядом пытаются попасть домой. Как только хоть кто-то умудрялся вызвать машину @yandex_go , он орал на весь зал, собирал всех, кто влазил в машину.",Vladimi06311450
"Feb 8, 2021 @ 16:43:02.000","1,358,773,333,895,115,008","yandex_go","прекрасный ненавидеть яндекс такси молчать парень сбить водитель шок",0,"прекрасный день чтобы ненавидеть Яндекс Такси  Я уже молчу что моего парня сбил их водитель  я в шоке  https://t.co/sQAHNjeOL1","AlwaysComeBack_"
"Feb 8, 2021 @ 16:56:41.000","1,358,776,770,909,077,504","yandex_go","блин яндекс такси прилагать фото машина заказ откуда знать выглядеть опель мерив машина сесть",0,"Блин почему Яндекс такси не могут прилагать фото машины при заказе? Откуда ж мне знать как выглядит этот ваш Опель мерива 🤨 Я в другую машину чуть не села, потому что она была того же цвета🗿👍🏻","prosche_nekuda"
"Feb 8, 2021 @ 19:04:50.000","1,358,781,761,044,569,856","yandex_go","здравствовать найти талантливый водитель понадобиться помощь подсказать номер телефон приложение деталь поездка ждать",1,"@AskarbekovAibek Здравствуйте! Хотим найти этого талантливого водителя :) Понадобится ваша помощь. Пожалуйста, подскажите в DM ваш номер телефона из приложения и детали поездки. Будем ждать.","yandex_go"
"Feb 9, 2021 @ 09:25:23.000","1,358,781,761,044,569,856","yandex_go","свой ненормальный водитель","0.5","@yandex_go @AskarbekovAibek Вы бы своих ненормальных  водителей так искали🙄",mfngaj
"Feb 8, 2021 @ 17:16:31.000","1,358,781,761,044,569,856","yandex_go","заказать яндекс такси водитель спросить любить рэп услышать утвердительный ответ начать фристайлить",1,"Заказал Яндекс такси. Водитель спросил люблю ли я рэп и хип-хоп? Услышав утвердительный ответ, он начал фристайлить 🔥🔥🔥  https://t.co/OVh09Q38GG",AskarbekovAibek
"Feb 8, 2021 @ 18:19:36.000","1,358,797,635,814,047,488","yandex_go","замерзать колмово минус огромный коробка икея стул рука телефон открытый приложение яндекс такси такси приехать нят жалеть просить помощь",0,"иногда, замерзая в КОЛМОВО в минус 16 с двумя огромными коробками из икеи и стулом в одной руке и с телефоном с открытым в нем приложением яндекс такси на котором такси уже приехало но НЕ ПО НЯТ НО куда, я жалею, что не умею просить о помощи",katyaaart
"Feb 13, 2021 @ 12:02:31.000","1,358,801,515,578,855,424","yandex_go","тыщ серьезно думать прям больший деньги москва настать нужда пойти работать таксист яндекстакси среднее косарь месяц",0,"@Zhyrkotyk @cornelius_saint @noremoss @gfr_lozt @_____kabi @SergiyVoloshyn1 @ebashneft @bookazoid_ 80 тыщ..серьёзно? Вы думаете, это прям такие большие деньги в Москве. Даже если настанет, нужда, я уж лучше пойду работать каким-нить таксистом в Яндекстакси, там у них в среднем по 100 косарей в месяц","Alex_Nazar"
"Feb 8, 2021 @ 18:57:22.000","1,358,807,142,749,384,704","yandex_go","наебал дружелюбный таксист смочь добавить следующий точка маршрут заехать друг предложить программа доехать наличка видимо нажать итог нал получить карта списать uber uberrussia",0,"Наебал очень дружелюбный таксист. Я не смог добавить следующую точку в маршруте, когда заехал за друзьями. Предложил ему без программы доехать за наличку. Он, видимо, не нажал что-то у себя. В итоге и нал получил, и с карты списали. #uber #uberrussia","s_soboy_sam"
"Feb 9, 2021 @ 00:21:03.000","1,358,813,004,842,884,864","yandex_go","норма заплатить перевод проблема курьер любой случай проще вызвать ехать час",0,"@araiguma161 Мне норм заплатить переводом, если в этом проблема, но курьера из того же яндекс-такси в любом случае проще вызвать, чем куда-то ехать два часа",tenrius
"Feb 8, 2021 @ 19:59:39.000","1,358,822,337,114,685,184","yandex_go","поспорить смочь рубль вызвать яндекс такси работа минимаока спорить таксишный тариф",0,"мы поспорили смогу ли я за 200 рублей вызвать яндекс такси от нас до моей работы а там минимаока 172 не спорьте со мной про таксишные тарифы","_peach_seed_"
"Feb 8, 2021 @ 20:31:15.000","1,358,830,767,133,101,824","yandex_go","заебать яндекс вечно завышать цена такси смотреть нормальный секунда хуякнуть высокий спрос",1,"Как меня заебало, что Яндекс вечно завышает цены на такси.  Смотришь, нормально, а через секунду хуяк высокий спрос)))/00))",EliViper
"Feb 8, 2021 @ 20:47:20.000","1,358,834,816,028,995,584","yandex_go","яндекс такси встречать водитель балл мудак ставить звезда вежливый следить салон водитель",1,"В Яндекс.Такси никогда не встречал водителя с баллом 5.0. Какие-то мудаки ставят 4 звезды всё-таки вежливым, следящим за салоном водителям.",karimgabid
"Feb 8, 2021 @ 21:03:58.000","1,358,839,003,005,542,400","yandex_go","понять яндекс такси низкий рейтинг полностью закрывать дверь выходить машина хлопать сильно дверь",1,"Я поняла почему в яндекс.такси у меня низкий рейтинг, я не всегда полностью закрываю дверь, когда выхожу из машины. Ну не могу я хлопать сильно дверьми 🙈",CariStes
"Feb 8, 2021 @ 21:28:48.000","1,358,845,251,801,210,880","yandex_go","водитель водитель звезда",0,"[в яндекс-такси]  Водитель:  ..........  Я:  .........  Водитель:  .........  Я: 5 звёзд.","Erzatz_100"
"Feb 8, 2021 @ 21:36:52.000","1,358,847,282,628,681,728","yandex_go","водитель яндекс такси ведущий компания рынок такси поэтому водитель выбирать яндекс такси","0.5","Водитель ""Яндекс Такси"" Ведущая компания на рынке такси. Именно поэтому 9 из 10 водителей выбирают ""Яндекс.Такси""!  https://t.co/ldUAIwfUJB  https://t.co/pIRbH9VXSw",Ffrunza58
"Feb 8, 2021 @ 21:54:46.000","1,358,851,786,619,179,008","yandex_go","водитель яндекс такси беларусь яндекс такси сервис позволять вызвать официальный такси выгодный тариф звонок диспетчер рекомендуйте работа яндекс такси водитель зарабатывать трудоустройство","0.5","Водитель Яндекс.Такси Беларусь Яндекс.Такси — это сервис, который позволяет вызвать официальное такси по выгодным тарифам без звонка диспетчеру. Рекомендуйте работу в Яндекс.Такси водителям и зарабатывайте за их трудоустройство.  https://t.co/y5nAqVMra9  https://t.co/P7tGSEV2qn",Ffrunza58
"Feb 8, 2021 @ 23:04:44.000","1,358,851,892,290,477,824","yandex_go","здравствовать принять заказ добрый исполнить полностью рассказывайте водитель оставлять полпути разбираться",1,"@iosonoTomi Здравствуйте! Если уж принял заказ, но будь добр исполнить его полностью. Рассказывайте нам о водителях, что оставляют вас одну на полпути в DM. Будем разбираться :)","yandex_go"
"Feb 8, 2021 @ 22:38:13.000","1,358,862,720,532,111,360","yandex_go","настя открыть мир такси максим ездить дешевле яндекс",0,"Настя открыла мне мир такси Максим, теперь езжу на нем, почти в два раза дешевле, чем Яндекс :о",iusxy
"Feb 8, 2021 @ 23:22:31.000","1,358,873,866,999,918,592","yandex_go","яндекс такси последний стать огорчать",0,"Не, Яндекс такси в последнее время что-то стали огорчать...",organ33a
"Feb 8, 2021 @ 23:42:01.000","1,358,877,008,747,327,488","yandex_go","хороший водитель сделать социальный программа включать снизить комиссия дополнительный часовой поддержка разрешение проблема",1,"@infomoscow24 Хорошо бы ещё, чтобы @yandex_go @citymobiltaxi @gett_ru для таких водителей сделали бы социальную программу, включающую сниженные комиссии и дополнительную 24 часовую поддержку для разрешения проблем 🙂",hammyGT
"Feb 11, 2021 @ 10:12:17.000","1,358,877,008,747,327,488","yandex_go","платформа создать пользователь пассажир водитель срать",0,"@hammyGT @infomoscow24 @yandex_go @citymobiltaxi @Gett_RU Все эти платформы созданы с одной целью-стрич было с пользователей. На людей/пассажиров/водителей им срать.",sanitar01
"Feb 9, 2021 @ 00:03:54.000","1,358,884,282,782,134,272","yandex_go","месяц видеть неповышенный спрос яндекс такси будний выходной утро ночь повысить сравнение воркута заказ час водитель сервис двуличный лицемерный яндекстакси зашквара скатиться",0,"Месяц уже не видел неповышенного спроса в Яндекс такси. В будний, в выходной, утром и ночью. Повышенный по сравнению с воркутой? с тремя заказами в час? у вас два водителя? Такой сервис двуличный лицемерный #яндекстакси зашквар и скатился",stopawoo
"Feb 9, 2021 @ 00:06:32.000","1,358,884,945,134,039,040","yandex_go","недалекий пассажирка вспомниться тупой участница многолетний телешоу задолбать водитель маска комментарий прийти роскомпозор отчет разбираться яндекс такси ииу",0,"Ох уж эти недалекие пассажирКИ. Вспомнилась одна тупая участница одного там многолетнего телешоу, которая задолбала водителя, тк он был без маски - там в комментарии пришёл роскомпозор с отчетом, что уже «разбирается» с яндекс такси. Ииу",ameeshka
"Feb 9, 2021 @ 00:54:17.000","1,358,896,963,048,116,224","yandex_go","сидеть спокойно никто трогать спать нате любить яндекс такси приложение пользоваться такси",1,"Сижу спокойно, никого не трогаю, почти сплю...и тут, нате любите, Яндекс Такси 🤷а у меня даже приложения нет, и не пользуюсь я такси  https://t.co/Nqd3hsClSk",igolnoeyshko
"Feb 9, 2021 @ 02:48:10.000","1,358,925,620,584,083,712","yandex_go","водитель яндекс такси ведущий компания рынок такси поэтому водитель выбирать яндекс такси","0.5","Водитель ""Яндекс Такси"" Ведущая компания на рынке такси. Именно поэтому 9 из 10 водителей выбирают ""Яндекс.Такси""!  https://t.co/ldUAIwfUJB  https://t.co/PHg6mQBBRE",Ffrunza58
"Feb 9, 2021 @ 03:46:19.000","1,358,940,254,187,699,968","yandex_go","водитель яндекс такси беларусь яндекс такси сервис позволять вызвать официальный такси выгодный тариф звонок диспетчер рекомендуйте работа яндекс такси водитель зарабатывать трудоустройство","0.5","Водитель Яндекс.Такси Беларусь Яндекс.Такси — это сервис, который позволяет вызвать официальное такси по выгодным тарифам без звонка диспетчеру. Рекомендуйте работу в Яндекс.Такси водителям и зарабатывайте за их трудоустройство.  https://t.co/y5nAqVMra9  https://t.co/RLFVwhH0Dq",Ffrunza58
"Feb 9, 2021 @ 03:47:54.000","1,358,940,655,867,883,520","yandex_go","написать приложение машина немой ценник поставить пробка нарисовать карта типо спрос большой красный цена заканчивайте хернь повышение утро",0,"@yandex_go , так и напишите в приложение , что машин нема. А то ценник 600 поставили и пробку нарисовали по карте и все . Типо спрос большой . Здесь красная цена всегда была 200 р. Заканчивайте эту хернь с повышением по утрам в 3 раза","glass_sib"
"Feb 9, 2021 @ 07:03:32.000","1,358,954,023,269,892,096","yandex_go","яндекс такси","0.5","@dardavu У нас че только Яндекс такси есть или как",molodaya02
"Feb 9, 2021 @ 07:07:42.000","1,358,990,935,770,755,072","yandex_go","писать поддержка водитель оскорблять посылать привезти поддержка жаль прийтись задержаться нормально",0,"Я: пишу в поддержку, что водитель меня оскорблял, посылал, привёз не туда Поддержка: ну что ж, нам очень жаль, что вам пришлось задержаться  @Uber_Russia все нормально там у вас?  https://t.co/JxA53STt2u",Lilitmmm
"Feb 9, 2021 @ 12:55:22.000","1,358,990,935,770,755,072","yandex_go","интересный поддержка обратить внимание отклонение маршрут причем полностью проигнорировать хамский поведение водитель итог дело кончиться",0,"@Lilitmmm @Uber_Russia Интересная поддержка, обратили внимание на отклонение от маршрута, причем полностью проигнорировали хамское поведение водителя. Чем в итоге дело кончилось?",proxindey
"Feb 9, 2021 @ 08:03:05.000","1,359,004,873,094,811,648","yandex_go","айфон идти нахуй вместе яндекс такси",0,"айфоны идут нахуй вместе с яндекс такси",minlxJ
"Feb 9, 2021 @ 08:50:36.000","1,359,008,335,790,538,752","yandex_go","подумывать всадить такси миллион деняк нахуй яндекс нахуй повышенный спрос","0.5","@sdobnayaosoba Подумываю о том, чтобы всадить на такси миллион деняк   Нахуй яндекс и нахуй повышенный спрос 🙂🙂🙂",createternity
"Feb 9, 2021 @ 09:17:20.000","1,359,019,867,031,154,688","yandex_go","здравствовать проверить выяснить водитель поступить написать номер телефон поездка",0,"@vangeliessence Здравствуйте! Очень бы хотели всё проверить и выяснить почему водитель так поступил. Напишите, пожалуйста, в ДМ, ваш номер телефона и время поездки.","yandex_go"
"Feb 9, 2021 @ 09:02:40.000","1,359,019,867,031,154,688","yandex_go","утро начаться кофе очередной бомбеж никто удивиться герой яндекс мать нога такси плохой торгаш рынок водитель высадить метро пробка далекий идти задача второклашка",0,"Если я скажу,что утро началось не с кофе,а с очередного бомбежа,никто не удивится. Герой нашего дня яндекс,мать их за ногу,такси.  Хуже торгашей на рынке. Водитель высадил меня у метро,потому что были пробки. Дальше идёт задача для второклашки...",vangeliessence
"Feb 9, 2021 @ 09:07:59.000","1,359,021,204,238,139,392","yandex_go","перепуг яндекс такси стать дорогой ранний уезжать работа предлагать градус думать вообще",0,"С какого перепуга Яндекс такси стало таким дорогим? Раньше уезжала за 400-500р до работы, а теперь за 900-1200 предлагают? А вы о людях в -23 градуса думаете вообще ?","__BKL___"
"Feb 9, 2021 @ 10:09:39.000","1,359,033,694,640,607,232","yandex_go","здравствовать написать номер телефон приложение описание ситуация обязательно проверить","0.5","@AliasMouse Здравствуйте!  Напишите, пожалуйста, нам в ДМ ваш номер телефона в приложении и описание ситуации. Мы обязательно всё проверим.","yandex_go"
"Feb 9, 2021 @ 11:08:04.000","1,359,044,411,590,647,808","yandex_go","здравствовать переживать написать номер телефон приложение поездка ждать",0,"@nepriyatelevn Здравствуйте!  Очень переживаем за Вас! Напишите, пожалуйста, нам в ДМ, ваш номер телефона из приложения и время этой поездки. Очень ждём.","yandex_go"
"Feb 9, 2021 @ 11:03:42.000","1,359,050,328,335,929,344","yandex_go","честно водитель поражать оставить пропуск вчера машина водитель связаться вроде договориться забрать перестать отвечать телефон звонить кайф",1,"Честно водителей @Uber_Russia поражает. Оставила пропуск вчера в машине, сначала с водителем связалась, вроде как договорились что я его заберу, а потом он перестал отвечать на телефон. Раз 10 уже звонила, не алло. Кайф 😐  https://t.co/NKrFvoxevb","NP_Hedgehog"
"Feb 9, 2021 @ 11:05:44.000","1,359,050,328,335,929,344","yandex_go","здравствовать давать попробовать решить ситуация написать краткий описание ситуация номер телефон приложение поездка ждать","0.5","@NP_Hedgehog Здравствуйте, давайте попробуем решить эту ситуацию. Напишите, пожалуйста, в ДМ, краткое описание ситуации, номер телефона из приложения и время поездки. Будем ждать.","Uber_Russia"
"Feb 9, 2021 @ 13:26:02.000","1,359,056,958,205,153,280","yandex_go","яндекс последний вообще связываться приложение поудаляла избави бог никакой такси маркет никто советовать убер озон деливерь клаб отлично справляться услуга предлагать яндекс разводить рука деньги спереть","0.5","@n14QXrCQIAkL6TF С Яндексом последнее время вообще лучше не связываться.  Все их приложения поудаляла, избави боже, никаких такси и маркетов. И никому не советую. Убер, Озон и Деливери клаб отлично справляются со всеми услугами, кт предлагает Яндекс, и не разводят руками, если деньги сопрут.","arle_pierro"
"Feb 9, 2021 @ 12:23:24.000","1,359,070,383,165,562,880","yandex_go","оценка яндекс такси упасть анализировать последний водитель быкануть",0,"оценка в яндекс.такси упала до 4.99 - анализирую кто из последних водителей мог так быкануть  https://t.co/3LdZDKywiG",aiguliusss
"Feb 9, 2021 @ 12:36:16.000","1,359,073,622,460,096,512","yandex_go","яндекс такси напоминать веселый лето","0.5","Яндекс Такси напоминает мне о весёлом лете  https://t.co/aQXKwVRqhN",Personalmarshm
"Feb 9, 2021 @ 12:55:32.000","1,359,078,470,790,369,280","yandex_go","котик завтра шиковать поездка час пик такси",1,"@yandex_go  Котики, спасибо!  Завтра буду шиковать поездкой в час пик на такси 😂  https://t.co/w3khTmUrqm",LDanvers
"Feb 9, 2021 @ 13:11:34.000","1,359,079,824,179,032,064","yandex_go","здравствовать написать интересовать вопрос подробно рассказать",1,"@aloedoma @yandex Здравствуйте! Напишите, пожалуйста, нам в DM все интересующие вас вопросы и мы вам подробно расскажем :)","yandex_go"
"Feb 9, 2021 @ 13:00:55.000","1,359,079,824,179,032,064","yandex_go","яндекс тагать спросить такси вооот вопрос машина сервис должный внешний элемент такси шашечка наклеечка желтый номер ездить автобусный полоса машина база такси",1,"@yandex какой Яндекс тагать, чтобы спросить про такси?) так вооот, вопрос, все машины сервиса должны быть с внешними элементами такси? Шашечки там, наклеечки? Только желтые номера могут ездить по автобусной полосе? Или все? Лишь бы машина была в базе такси?",aloedoma
"Feb 9, 2021 @ 16:12:19.000","1,359,084,267,855,368,192","yandex_go","выгоднее подключать яндекс плюс сотка дешевый прочий ништяк сервис типа такси маркет вообще монополия мак забрать промокод бесплатный месяц",1,"@Lilian_Gahan Выгоднее подключать яндекс плюс,  так на сотку дешевле и прочие ништяки на других сервисах типа такси и маркета.  А вообще в монополии в маке можно забрать промокод на 3 бесплатных месяца)",sanyamyachin
"Feb 9, 2021 @ 17:09:07.000","1,359,085,818,942,550,016","yandex_go","вызывать яндекс такси заправка чисто кайф",1,"@baarnaaul Буду вызывать Яндекс такси на заправку,  чисто по кайфу)",Blipblablup
"Feb 9, 2021 @ 13:43:56.000","1,359,088,868,851,654,656","yandex_go","здравствовать написать подробность обязательно проверить","0.5","@SurikatNatural Здравствуйте! Напишите, пожалуйста, нам в DM все подробности. Обязательно все проверим.","Uber_Russia"
"Feb 9, 2021 @ 13:43:44.000","1,359,090,598,855,249,920","yandex_go","обожать яндекс такси ждать минута водитель стоять линия отвечать звонок написать телефон сесть стоить удосужиться подъехать итог заказать такси сесть тлф",1,"обожаю яндекс.такси конечно) ждала минут 10-15 водителя, который стоял через линию от меня, и не отвечал на звонки, при этом ему было написано, что телефон может сесть, я стою там-то, нет он даже не удосужился подъехать) в итоге, я заказала еще одно такси, но у меня сел тлф, и",CtrlXmymember
"Feb 9, 2021 @ 14:00:08.000","1,359,090,598,855,249,920","yandex_go","здравствовать должный написать номер телефон привязать приложение деталь заказ проверить","0.5","@CtrlXmymember Здравствуйте! Так быть не должно! Напишите, пожалуйста, нам в DM номер телефона, привязанный к приложению и детали заказа. Все проверим.","yandex_go"
"Feb 9, 2021 @ 14:45:43.000","1,359,097,547,055,333,376","yandex_go","цена зависеть спрос ситуация дорога предложить хороший попробовать заказать минута просить написать разобраться водитель устроить провести работа",1,"@29cm11 @yandex_go Цены зависят от спроса и ситуации на дороге. Если не можем предложить хорошую, попробуйте заказать через 10-20 минут. А в DM просим написать, чтобы разобраться, какие именно водители и почему не устроили, и провести работу",citymobiltaxi
"Feb 9, 2021 @ 14:28:10.000","1,359,097,547,055,333,376","yandex_go","сложиться мнение написать случиться","0.5","@29cm11 @yandex_go Почему о нас сложилось такое мнение? 😔 Напишите, пожалуйста, нам в DM, что случилось",citymobiltaxi
"Feb 9, 2021 @ 19:42:42.000","1,359,101,717,133,090,816","yandex_go","известный писать яндекс авиалиния обычный такси",0,"@mnz2002 @GrollV @KissZuriCheeese И так известно и он сам писал про Яндекс go и S7 авиалинии, теперь это можно сказать обычное такси",FotografVN
"Feb 9, 2021 @ 14:45:43.000","1,359,106,197,157,216,256","yandex_go","рассказать леся леля алена отношение яндекс такси нету универ русский свой коллега покурить сериал сотня любовь кинь эмодзь скинуть вопрос","0.5","Расскажи нам о себе  1. Лёся/Лёля/Алёна 2. не хочу отношений 3. нет одной 4. 8573 5. яндекс такси 6. нету 7. универ)0 8. русская 9. 2(было 3) 10. две 11. своих коллег 12. 2020 13. покурить и сериал Сотня 14. любовь моя💙  кинь эмодзи в рп и я скину тебе вопросы",oryzheynitsa
"Feb 9, 2021 @ 16:50:43.000","1,359,107,985,738,510,336","yandex_go","кстати россия убегать сравнивать совковый такси приехать обратно uber покупать крупный алко дистрибьютор сша час скоро обращаться таксист",0,"@norpadon Кстати, от чего в России на Яндекс-такси убегали, сравнивая их с совковым такси, к тому приедут обратно: Uber покупает одного из крупнейших алко дистрибьюторов в США. Так что после 23 часов скоро снова можно будет обращаться к таксистам, у них всегда будет  https://t.co/L2ojHhd2Ug",ALLABOUTTAXI
"Feb 9, 2021 @ 15:13:06.000","1,359,113,089,204,031,488","yandex_go","водитель вернуть кепка забыть утро салон служба поддержка повлиять программный уровень телефон водил собираться отдать говорить нечего оставлять салон вещь хвалить яндекс",0,"Водитель @yandex_go не хочет вернуть мне кепку забытый утром в салоне. А служба поддержки не может повлиять хотя бы программном уровне. Телефон водилы у меня есть. Но он не собирается отдать. Говорит, нечего оставлять в его салоне вещи. Рано я хвалил яндекс  https://t.co/rD67fH3aNq","KG_ata"
"Feb 9, 2021 @ 18:59:59.000","1,359,113,089,204,031,488","yandex_go","ладно цена поставить свой орел позвать выйти двор таксист разный масть тьфу коковать противный говорить",0,"@AsanAlmurut @KG_ata @yandex_go ладно если бы сам сказал сколько хотите, здесь цену поставил, потом своих ""орлов"" позвал, вышел в двор, 5 таксистов разных мастей, тьфу кокуй даже противно было говорить с ним...",tcherkov
